Datacenter,Rack,Elevation,Hostname,Domain,Model,Host Serial Num,Chassis Serial Num,Service Tag,UW,CSL,Morgridge,Notes
CS2360,10S-109,12,e2603,chtc.wisc.edu,Dell PowerEdge R6525,8NGV0R3,,8NGV0R3,U044994,,,
CS2360,10S-109,11,e2604,chtc.wisc.edu,Dell PowerEdge R6525,FNGV0R3,,FNGV0R3,U044995,,,
CS2360,10S-109,10,e2605,chtc.wisc.edu,Dell PowerEdge R6525,DNGV0R3,,DNGV0R3,U044996,,,
CS2360,10S-109,9,e2606,chtc.wisc.edu,Dell PowerEdge R6525,BNGV0R3,,BNGV0R3,U044997,,,
CS2360,10S-109,8,e2607,chtc.wisc.edu,Dell PowerEdge R6525,FQGV0R3,,FQGV0R3,U044998,,,
CS2360,10S-109,7,e2608,chtc.wisc.edu,Dell PowerEdge R6525,9QGV0R3,,9QGV0R3,U044999,,,
CS2360,10S-109,6,e2609,chtc.wisc.edu,Dell PowerEdge R6525,CQGV0R3,,CQGV0R3,U045000,,,
CS2360,8S-209,18,e261,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V27X,,FCH1819V27X,U011108,,,host down on icinga
CS2360,10S-109,5,e2610,chtc.wisc.edu,Dell PowerEdge R6525,6QGV0R3,,6QGV0R3,U045001,,,hostname not found
CS2360,10S-109,4,e2611,chtc.wisc.edu,Dell PowerEdge R6525,BQGV0R3,,BQGV0R3,U045002,,,hostname not found
CS2360,10S-109,3,e2612,chtc.wisc.edu,Dell PowerEdge R6525,DQGV0R3,,DQGV0R3,U045003,,,hostname not found
CS2360,10S-109,2,e2613,chtc.wisc.edu,Dell PowerEdge R6525,7QGV0R3,,7QGV0R3,U045004,,,hostname not found
CS2360,10S-109,1,e2614,chtc.wisc.edu,Dell PowerEdge R6525,8QGV0R3,,8QGV0R3,U045005,,,hostname not found
CS2360,10S-205,1,e2615,chtc.wisc.edu,Dell PowerEdge R6525,CPGV0R3,,CPGV0R3,U045006,,,hostname not found
CS2360,10S-205,2,e2616,chtc.wisc.edu,Dell PowerEdge R6525,7PGV0R3,,7PGV0R3,U045007,,,hostname not found
CS2360,10S-205,3,e2617,chtc.wisc.edu,Dell PowerEdge R6525,FPGV0R3,,FPGV0R3,U045008,,,hostname not found
CS2360,10S-205,4,e2618,chtc.wisc.edu,Dell PowerEdge R6525,6PGV0R3,,6PGV0R3,U045009,,,hostname not found
CS2360,10S-205,5,e2619,chtc.wisc.edu,Dell PowerEdge R6525,DPGV0R3,,DPGV0R3,U045010,,,hostname not found
CS2360,8S-209,19,e262,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V1ZE,,FCH1819V1ZE,U011109,,,host down on icinga
CS2360,10S-205,6,e2620,chtc.wisc.edu,Dell PowerEdge R6525,BPGV0R3,,BPGV0R3,U045011,,,hostname not found
CS2360,10S-205,7,e2621,chtc.wisc.edu,Dell PowerEdge R6525,8PGV0R3,,8PGV0R3,U045012,,,hostname not found
CS2360,10S-205,8,e2622,chtc.wisc.edu,Dell PowerEdge R6525,SPGV0R3,,SPGV0R3,U044973,,,hostname not found
CS2360,10S-205,9,e2623,chtc.wisc.edu,Dell PowerEdge R6525,JPGV0R3,,JPGV0R3,U044974,,,hostname not found
CS2360,10S-205,10,tiger2003,chtc.wisc.edu,Dell PowerEdge R6525,GPGV0R3,,GPGV0R3,U044975,,,hostname not found
CS2360,10S-205,11,e2625,chtc.wisc.edu,Dell PowerEdge R6525,HPGV0R3,,HPGV0R3,U044976,,,This node has been selected to be AP40 - until we get the new AP hardware - temporarily ospool-ap2040
CS2360,10S-205,12,e2626 ,chtc.wisc.edu,Dell PowerEdge R6525,1QGV0R3,,1QGV0R3,U044977,,,This node has been selected to be AP1 - until we get the new AP hardware - temporarily path-ap2001
CS2360,10S-203,14,e2627,chtc.wisc.edu,Dell PowerEdge R6525,3QGV0R3,,3QGV0R3,U044978,,,hostname not found
CS2360,8S-209,20,e263,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V1WG,,FCH1819V1WG,U011110,,,host down on icinga
CS2360,8S-208,6,e265,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V064,,FCH1820V064,U011112,,,host down on icinga
CS2360,8S-208,8,e267,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V00V,,FCH1820V00V,U011114,,,
CS2360,8S-208,9,e268,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V0BP,,FCH1820V0BP,U011115,,,
CS2360,8S-208,10,e269,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V0AK,,FCH1819V0AK,U011116,,,host down in icinga
CS2360,8S-208,11,e270,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V27U,,FCH1819V27U,U011117,,,host down in icinga
CS2360,8S-208,12,e271,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1UP,,FCH1818V1UP,U011118,,,host down in icinga
CS2360,8S-208,14,e273,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V07K,,FCH1819V07K,U011120,,,host down in icinga
CS2360,8S-208,15,e274,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V0BN,,FCH1819V0BN,U011121,,,host down in icinga
CS2360,8S-208,16,e275,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2C6,,FCH1819V2C6,U011122,,,host down in icinga
CS2360,8S-208,17,e276,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V08Z,,FCH1819V08Z,U011123,,,host down in icinga
CS2360,8S-208,18,e277,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1AD,,FCH1818V1AD,U011124,,,host down in icinga
CS2360,8S-208,19,e278,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2EA,,FCH1819V2EA,U011125,,,hostname not found
CS2360,8S-208,20,e279,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V262,,FCH1819V262,U011126,,,hostname not found
CS2360,8S-208,21,e280,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2BY,,FCH1819V2BY,U011189,,,hostname not found
CS2360,8S-208,30,e289,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V1HY,,FCH1819V1HY,U011136,,,hostname not found
CS2360,8S-208,37,e296,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1DN,,FCH1818V1DN,U011143,,,hostname not found
CS2360,8S-208,38,e297,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2C1,,FCH1819V2C1,U011144,,,hostname not found
CS2360,8S-207,2,e301,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V215,,FCH1819V215,U011148,,,
CS2360,8S-207,3,e302,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V06D,,FCH1820V06D,U011149,,,
CS2360,8S-207,4,e303,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V2A5,,FCH1818V2A5,U011150,,,
CS2360,8S-207,5,e304,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V01D,,FCH1820V01D,U011151,,,
CS2360,8S-207,6,e305,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V034,,FCH1819V034,U011152,,,
CS2360,8S-207,7,e306,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2LJ,,FCH1819V2LJ,U011154,,,
CS2360,8S-207,8,e307,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2N9,,FCH1819V2N9,U011155,,,
CS2360,8S-207,9,e308,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1X0,,FCH1818V1X0,U011156,,,
CS2360,8S-207,10,e309,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V0C9,,FCH1819V0C9,U011157,,,
CS2360,8S-207,11,e310,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V03B,,FCH1819V03B,U011158,,,
CS2360,8S-207,12,e311,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V061,,FCH1819V061,U011159,,,
CS2360,8S-207,13,e312,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V08T,,FCH1820V08T,U011160,,,
CS2360,8S-207,14,e313,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V01M,,FCH1820V01M,U011161,,,
CS2360,8S-207,15,e314,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V01Z,,FCH1820V01Z,U011162,,,
CS2360,8S-207,17,e316,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V03M,,FCH1820V03M,U011164,,,
CS2360,8S-207,18,e317,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2CS,,FCH1819V2CS,U011165,,,
CS2360,8S-207,19,e318,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V19),,FCH1818V19),U011166,,,
CS2360,8S-207,21,e320,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V09W,,FCH1819V09W,U011168,,,
CS2360,8S-207,22,e321,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V071,,FCH1820V071,U011169,,,
CS2360,8S-207,23,e322,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2B9,,FCH1819V2B9,U011170,,,
CS2360,8S-207,24,e323,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V15J,,FCH1818V15J,U011171,,,
CS2360,8S-207,25,e324,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V1WK,,FCH1819V1WK,U011172,,,
CS2360,8S-207,26,e325,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V08E,,FCH1819V08E,U011173,,,
CS2360,8S-207,27,e326,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V2A8,,FCH1818V2A8,U011174,,,
CS2360,8S-207,28,e327,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V06F,,FCH1819V06F,U011175,,,
CS2360,8S-207,29,e328,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V2AD,,FCH1818V2AD,U011176,,,
CS2360,8S-207,30,e329,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V06E,,FCH1819V06E,U011177,,,
CS2360,8S-207,31,e330,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V0CE,,FCH1819V0CE,U011178,,,
CS2360,8S-207,32,e331,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2BU,,FCH1819V2BU,U011179,,,
CS2360,8S-207,35,e334,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V0D1,,FCH1819V0D1,U011182,,,
CS2360,8S-207,36,e335,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V13A,,FCH1818V13A,U011183,,,
CS2360,8S-206,1,e340,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V1RS,,FCH1819V1RS,U011188,,,
CS2360,8S-208,22,e341,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V134,,FCH1818V134,U011189,,,
CS2360,8S-206,2,e342,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V1WH,,FCH1819V1WH,U011190,,,
CS2360,8S-206,3,e343,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1MM,,FCH1818V1MM,U011191,,,
CS2360,8S-206,4,e344,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V158,,FCH1818V158,U011192,,,
CS2360,8S-206,5,e345,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1DS,,FCH1818V1DS,u011193,,,
CS2360,8S-206,6,e346,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1UH,,FCH1818V1UH,U011194,,,
CS2360,8S-206,7,e347,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1NV,,FCH1818V1NV,U011195,,,
CS2360,8S-206,8,e348,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V1ND,,FCH1819V1ND,U011196,,,
CS2360,8S-206,9,e349,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V1RX,,FCH1819V1RX,U011197,,,
CS2360,8S-206,15,e355,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1UR,,FCH1818V1UR,U011203,,,
CS2360,8S-206,19,e359,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V021,,FCH1819V021,U011207,,,
CS2360,8S-206,25,e365,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V06R,,FCH1820V06R,U011213,,,
CS2360,8S-206,29,e369,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2BJ,,FCH1819V2BJ,U011217,,,
CS2360,8S-206,30,e370,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V00S,,FCH1820V00S,U011218,,,
CS2360,8S-206,31,e371,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V08K,,FCH1819V08K,U011219,,,
CS2360,8S-206,32,e372,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V012,,FCH1820V012,U011220,,,
CS2360,8S-206,34,e374,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1UK,,FCH1818V1UK,U011222,,,
CS2360,8S-206,35,e2375,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V29J,,FCH1818V29J,U011223,,,
CS2360,8S-206,36,e376,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V083,,FCH1819V083,U011224,,,
CS2360,8S-206,37,e2377,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V1NR,,FCH1819V1NR,U011225,,,
CS2360,8S-206,38,e378,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V049,,FCH1819V049,U011226,,,
CS2360,8S-206,39,e379,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1R5,,FCH1818V1R5,U011227,,,
CS2360,8S-209,11-12,e561,chtc.wisc.edu,Dell PowerEdge R515,4SJVPQ1,,4SJVPQ1,U015702,,,hostname not found
CS2360,10N-112,16-17,gitter2000,chtc.wisc.edu,Dell PowerEdge R730,3CR7082,,3CR7082,none,C037966,,Torn apart - Confirmed no UW tag anywhere on the chassis
CS2360,10N-104,17-32,gitter2001,chtc.wisc.edu,Tyan B7105F48TV8HR-2T-G,TCJKE23E0051,,TCJKE23E0051,U039077,C040243,,
CS2360,10N-104,13-16,gitter2002,chtc.wisc.edu,Tyan B7105F48TV8HR-2T-G,TCJKE23E0008,,TCJKE23E0008,U039076,C040244,,
CS2360,10N-112,18-21,gitter2003,chtc.wisc.edu,ASUSTeK ESC8000A-E11,N1S0MD00021H,,N1S0MD00021H,none,,9000534,Torn apart - Confirmed no UW tag anywhere on the chassis
CS2360,8S-204,7-8,gpu2000,chtc.wisc.edu,Dell PowerEdge R740,D7QXZV2,,D7QXZV2,U035957,C040832,9000442,
CS2360,8S-204,5-6,gpu2001,chtc.wisc.edu,Dell PowerEdge R740,D7QVZV2,,D7QVZV2,U035958,C040831,9000443,
WID,Z1 R4,16-19,spark-agpu225,chtc.wisc.edu,Dell PowerEdge XE8545,60B5XP3,,60B5XP3,U044923,,,gpu2002 is old hostname
CS2360,10S-112,5-8,gpu2003,chtc.wisc.edu,Dell PowerEdge XE8545,70B5XP3,,70B5XP3,U044924,,,
CS2360,10S-112,9-12,gpu2004,chtc.wisc.edu,Dell PowerEdge XE8545,1B90XP3,,1B90XP3,U044925,,,
CS2360,10S-112,13-16,gpu2005,chtc.wisc.edu,Dell PowerEdge XE8545,J990XP3,,J990XP3,U044926,,,
CS2360,10S-112,17-20,gpu2006,chtc.wisc.edu,Dell PowerEdge XE8545,C0B5XP3,,C0B5XP3,U044927,,,
CS2360,10S-113,1-4,gpu2007,chtc.wisc.edu,Dell PowerEdge XE8545,B0B5XP3,,BOB5XP3,U044928,,,
CS2360,10S-113,5-8,gpu2008,chtc.wisc.edu,Dell PowerEdge XE8545,D0B5XP3,,D0B5XP3,U044929,,,
CS2360,10S-113,9-12,gpu2009,chtc.wisc.edu,Dell PowerEdge XE8545,50B5XP3,,50B5XP3,U044930,,,
CS2360,10S-113,13-16,gpu2010,chtc.wisc.edu,Dell PowerEdge XE8545,90B5XP3,,90B5XP3,U044931,,,
CS2360,10S-113,17-20,gpu2011,chtc.wisc.edu,Dell PowerEdge XE8545,80B5XP3,,80B5XP3,U044932,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CS2360,10N-104,7-8,gpulab2000,chtc.wisc.edu,Gigabyte G291-280-00,GJH9N2912A0010,,GJH9N2912A0010,none,C04034?,,"sticker was ripped, couldn't read last digit of tag | Torn apart - Confirmed no UW tag anywhere on the chassis"
CS2360,10N-104,5-6,gpulab2001,chtc.wisc.edu,Gigabyte G291-280-00,GJH9N2912A0008,,GJH9N2912A0008,none,C040271,,Torn apart - Confirmed no UW tag anywhere on the chassis
CS2360,10N-104,3-4,gpulab2002,chtc.wisc.edu,Gigabyte G291-280-00,GJH9N2912A0003,,GJH9N2912A0003,none,C040311,,Torn apart - Confirmed no UW tag anywhere on the chassis
CS2360,10N-104,1-2,gpulab2003,chtc.wisc.edu,Gigabyte G291-280-00,GJH9N2912A0019,,GJH9N2912A0019,none,C040281,,Torn apart - Confirmed no UW tag anywhere on the chassis
CS2360,10N-112,3-4,gpulab2004,chtc.wisc.edu,SuperMicro AS -2124GQ-NART,S430390X1217141,,S430390X1217141,none,"C050243, C050244",,Torn apart - Confirmed no UW tag anywhere on the chassis
CS2360,10N-112,11-12,gpulab2005,chtc.wisc.edu,SuperMicro AS -2124GQ-NART,S430390X1928585,,S430390X1928585,U042304,C051608,,
CS2360,10N-113,36-37,htcss2000,chtc.wisc.edu,Dell PowerEdge C6400,2G2CZC3,,2FHFZC3,U043189,C050920,,Service tag in column G references the tag for entire chassis
CS2360,10N-113,36-37,htcss2001,chtc.wisc.edu,Dell PowerEdge C6400,2G1DZC3,,2FHFZC3,U043189,C050920,,Service tag in column G references the tag for entire chassis
CS2360,10N-113,38-39,htcss2002,chtc.wisc.edu,Dell PowerEdge C6400,2G1CZC3,,2FHDZC3,U043190,C050921,,Service tag in column G references the tag for entire chassis
CS2360,8S-209,3-4,hypervisor2000,chtc.wisc.edu,Dell PowerEdge R515,7LSMNQ1,,7LSMNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CS2360,8S-209,21-22,hypervisor2001,chtc.wisc.edu,Dell PowerEdge R520,76T04W1,,76T04W1,U022767,,,
CS2360,8S-209,23-24,hypervisor2002,chtc.wisc.edu,Dell PowerEdge R720xd,BJ6VV12,,BJ6VV12,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CS2360,10N-104,40,hypervisor2004,chtc.wisc.edu,Dell PowerEdge R640,D59VZV2,,D59VZV2,U03569,C040816,,
CS2360,10N-104,23,hypervisor2005,chtc.wisc.edu,Dell PowerEdge R640,D58WZV2,,D58WZV2,U035971,C040813,,"Confirmed that 23 is the correct elevation, NOT 38."
CS2360,8S-204,16,interactive2000,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V025,,FCH1820V025,U011215,,,"Powered down and keep it offline, 5/20/24 - Theng"
CS2360,8S-204,14,interactive2001,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V1KK,,FCH1819V1KK,U011216,,,
CS2360,8S-204,11,herringa2001,chtc.wisc.edu,Dell PowerEdge R6525,DCF2PZ3,,DCF2PZ3,U047500,,,
CS2360,8S-204,10,herringa2000,chtc.wisc.edu,Dell PowerEdge R6525,CCF2PZ3,,CCF2PZ3,U047499,,,
CS2360,10S-209,9,Lindley2000,chtc.wisc.edu,Dell PowerEdge R6525,GFG76X3,,GFG76X3,U046265,,,
CS2360,10S-209,8,Lindley2001,chtc.wisc.edu,Dell PowerEdge R6525,HFG76X3,,HFG76X3,U046266,,,
CS2360,8S-204,27-30,mem2001,chtc.wisc.edu,Dell PowerEdge R920,7MPLV12,,7MPLV12,U012469,,,
CS2360,8S-204,23-26,mem2002,chtc.wisc.edu,Dell PowerEdge R920,7MQJV12,,7MQJV12,U012470,,,
CS2360,8S-204,19-22,mem2003,chtc.wisc.edu,Dell PowerEdge R930,JDX9CH2,,JDX9CH2,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CS2360,10S-205,41,TODO,,Cisco UCS C220 M3,--,,,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CS2360,10N-104,25,oconnor2000,chtc.wisc.edu,Dell PowerEdge R640,D58SZV2,,D58SZV2,U035972,C040812,,Torn apart - Confirmed no UW tag anywhere on the chassis
CS2360,10N-104,39,oconnor2001,chtc.wisc.edu,Dell PowerEdge R640,D58TZV2,,D58TZV2,U035967,C040811,,
CS2360,10N-112,41,oconnor2002,chtc.wisc.edu,Dell PowerEdge R640,171BN83,,171BN83,U041760,,,
CS2360,10N-112,40,oconnor2003,chtc.wisc.edu,Dell PowerEdge R640,1719N83,,1719N83,U041761,,,
CS2360,10N-112,39,oconnor2004,chtc.wisc.edu,Dell PowerEdge R640,171FN83,,171FN83,U041762,,,
CS2360,10N-112,38,oconnor2005,chtc.wisc.edu,Dell PowerEdge R640,171CN83,,171CN83,U0417163,,,
CS2360,10N-112,37,oconnor2006,chtc.wisc.edu,Dell PowerEdge R640,171DN83,,171DN83,U041764,,,
CS2360,10N-112,9-10,oconnorgpu2000,chtc.wisc.edu,Super Micro AS-2124GQ-NART,S430390X1721677,,S430390X1721677,none,,,
CS2360,10S-110,24-25,osg-cpu-22,facility.path-cc.io,Dell PowerEdge C6525,63MCPK3,8ZLCPK3,63MCPK3,U044335,,,Part of a fabrication. UW PO MSN0089792
CS2360,10S-110,24-25,osg-cpu-23,facility.path-cc.io,Dell PowerEdge C6525,53MCPK3,8ZLCPK3,53MCPK3,U044335,,,Part of a fabrication. UW PO MSN0089793
CS2360,10S-110,24-25,osg-cpu-24,facility.path-cc.io,Dell PowerEdge C6525,73MCPK3,8ZLCPK3,73MCPK3,U044335,,,Part of a fabrication. UW PO MSN0089794
CS2360,10S-110,22-23,osg-cpu-31,facility.path-cc.io,Dell PowerEdge C6525,5PJCPK3 ,4LJCPK3,5PJCPK3 ,U044335,,,Part of a fabrication. UW PO MSN0089795
CS2360,10S-110,22-23,osg-cpu-32,facility.path-cc.io,Dell PowerEdge C6525,7PJCPK3 ,4LJCPK3,7PJCPK3 ,U044335,,,Part of a fabrication. UW PO MSN0089796
CS2360,10S-110,22-23,osg-cpu-33,facility.path-cc.io,Dell PowerEdge C6525,6PJCPK3 ,4LJCPK3,6PJCPK3 ,U044335,,,Part of a fabrication. UW PO MSN0089797
CS2360,10S-110,22-23,osg-cpu-34,facility.path-cc.io,Dell PowerEdge C6525,8PJCPK3 ,4LJCPK3,8PJCPK3 ,U044335,,,Part of a fabrication. UW PO MSN0089798
CS2360,10S-110,20-21,osg-cpu-41,facility.path-cc.io,Dell PowerEdge C6525,FNJCPK3,2LJCPK3,FNJCPK3,U044335,,,Part of a fabrication. UW PO MSN0089799
CS2360,10S-110,20-21,osg-cpu-42,facility.path-cc.io,Dell PowerEdge C6525,HNJCPK3,2LJCPK3,HNJCPK3,U044335,,,Part of a fabrication. UW PO MSN0089800
CS2360,10S-110,20-21,osg-cpu-43,facility.path-cc.io,Dell PowerEdge C6525,GNJCPK3,2LJCPK3,GNJCPK3,U044335,,,Part of a fabrication. UW PO MSN0089801
CS2360,10S-110,20-21,osg-cpu-44,facility.path-cc.io,Dell PowerEdge C6525,JNJCPK3,2LJCPK3,JNJCPK3,U044335,,,Part of a fabrication. UW PO MSN0089802
CS2360,10S-110,18-19,osg-cpu-51,facility.path-cc.io,Dell PowerEdge C6525,1HV8PK3,FDV8PK3,1HV8PK3,U044335,,,Part of a fabrication. UW PO MSN0089803
CS2360,10S-110,18-19,osg-cpu-52,facility.path-cc.io,Dell PowerEdge C6525,3HV8PK3,FDV8PK3,3HV8PK3,U044335,,,Part of a fabrication. UW PO MSN0089804
CS2360,10S-110,18-19,osg-cpu-53,facility.path-cc.io,Dell PowerEdge C6525,2HV8PK3,FDV8PK3,2HV8PK3,U044335,,,Part of a fabrication. UW PO MSN0089805
CS2360,10S-110,18-19,osg-cpu-54,facility.path-cc.io,Dell PowerEdge C6525,4HV8PK3,FDV8PK3,4HV8PK3,U044335,,,Part of a fabrication. UW PO MSN0089806
CS2360,10N-104,38,parabyte2000,chtc.wisc.edu,Dell PowerEdge R640,HSZZQ53,,HSZZQ53,U041013,,,
CS2360,8S-204,17,raddusmds2000,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V283,,FCH1819V283,U011111,,,
CS2360,8S-204,18,raddusmds2001,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V097,,FCH1820V097,u011232,,,
CS2360,10N-113,1-2,raddusosd2000,chtc.wisc.edu,Dell PowerEdge R720xd,BJ6SV12,,BJ6SV12,none,,,
CS2360,10N-113,3-4,raddusosd2001,chtc.wisc.edu,Dell PowerEdge R720xd,BJ7RV12,,BJ7RV12,none,,,
CS2360,10N-113,5-6,raddusosd2002,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,S318063X3925870,,S318063X3925870,U047423,C052754,,Tag on left-side of chassis front in sideways orientation
WID,B8,5-6,cthuluosd0003,chtc.wisc.edu,Dell PowerEdge R720xd,BJ6TV12,,BJ6TV12,none,,,
WID,B5,3-4,cthuluosd0001,chtc.wisc.edu,Dell PowerEdge R720xd,17KWX12,,17KWX12,none,,,
CS2360,10N-113,7-8,raddusosd2016,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,55110011215213W+,,55110011215213W+,U042850,,,"Tag on top of chassis, server can slide out."
CS2360,10S-210,1-2,raddusosd2017,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,57000020419245W+,,57000020419245W+,,,9000612,Tag on pull-out tab on left side of chassis front
CS2360,10S-210,3-4,raddusosd2018,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,57000010419245W+,,57000010419245W+,,,9000611,Tag on pull-out tab on left side of chassis front
WID,B8,3-4,cthuluosd0002,chtc.wisc.edu,Dell PowerEdge R720xd,17KXX12,,17KXX12,none,,,
CS2360,10N-113,9-10,raddusosd2004,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,S318063X3925871,,S318063X3925871,U047424,C052755,,Tag on left-side of chassis front in sideways orientation
WID,B8,7-8,cthuluosd0004,chtc.wisc.edu,Dell PowerEdge R720xd,17KVX12,,17KVX12,none,,,
CS2360,10N-113,11-12,raddusosd2005,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,S318063X3925869,,S318063X3925869, U047422,C052753,,Tag on left-side of chassis front in sideways orientation
CS2360,10N-113,13-14,raddusosd2006,chtc.wisc.edu,Dell PowerEdge R720xd,BJ4TV12,,BJ4TV12,none,,,
WID,B5,1-2,cthuluosd0000,chtc.wisc.edu,Dell PowerEdge R720xd,BJ5SV12,,BJ5SV12,none,,,
CS2360,10N-113,15-16,raddusosd2015,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,55110021215213W+,,55110021215213W+,U042849,,,"Tag on top of chassis, server can slide out."
CS2360,10N-113,17-18,raddusosd2008,chtc.wisc.edu,Dell PowerEdge R720xd,17JXX12,,17JXX12,none,,,
CS2360,10N-113,19-20,raddusosd2009,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,55057011130213W+,,55057011130213W+,U043400,,,"Tag on top of chassis, server can slide out."
CS2360,8S-205,11-12,raddusosd2010,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,55202010120223W+,,55202010120223W+,U043163,,,"Tag on top of chassis, server can slide out."
CS2360,8S-205,5-6,raddusosd2011,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,55202030120223W+,,55202030120223W+,U043164,,,"Tag on top of chassis, server can slide out."
CS2360,8S-205,3-4,raddusosd2012,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,55202050120223W+,,55202050120223W+,U043165,,,"Tag on top of chassis, server can slide out."
CS2360,8S-205,1-2,raddusosd2013,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,55202020120223W+,,55202020120223W+,U043166,,,"Tag on top of chassis, server can slide out."
